,text,cleaned,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count
265,"#Apple #iPhone13 Pro (512GB) - 15 cm (6.1-inch) Super Retina XDR display with #ProMotion for a faster, more responsive feel - #Cinematic mode adds shallow depth of field and shifts focus automatically in your #videos.
https://t.co/4WYe1r8tAA

#iphone #smartphone #smartphones", apple iphone13 pro 512gb 15 cm 6 1 inch super retina xdr display with promotion for faster more responsive feel cinematic mode adds shallow depth of field and shifts focus automatically in your videos iphone smartphone smartphones,0.12499999999999999,0.4666666666666666,positive,0.0,0.831,0.169,0.7713,231,37
266,#Apple Seeds Sixth Betas of #iOS 16 and iPadOS 16 to Developers [Update: #Public #Beta #Available] https://t.co/BDE81FSdaP, apple seeds sixth betas of ios 16 and ipados 16 to developers update public beta available ,0.2,0.23333333333333334,neutral,0.0,1.0,0.0,0.0,92,16
267,The countdown to Apple Watch Series 8 begins – September event date leaked #wearables #wearabletech #smartwatch #smartwatches #applewatch #apple https://t.co/Q9NB6RTgtX https://t.co/BkJn7iK23Y,the countdown to apple watch series 8 begins september event date leaked wearables wearabletech smartwatch smartwatches applewatch apple ,0.0,0.0,negative,0.126,0.874,0.0,-0.3182,137,18
268,"Same-day iPhone repairs available at Western Computer

Never be without your iPhone again.

Book an appointment here 👉🏼 https://t.co/TK3HvauYmD

#sameday #iphonerepair #screenrepair #batteryreplacement #apple https://t.co/cOyFCkySYM",same day iphone repairs available at western computer never be without your iphone again book an appointment here sameday iphonerepair screenrepair batteryreplacement apple ,0.13333333333333333,0.17500000000000002,neutral,0.0,1.0,0.0,0.0,173,23
269,"You need to register your drone with the FAA before you fly! 
https://t.co/9jfBOn5hQH
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

Do I need to register my drone?

Hobby pilots: Yes, if your drone weighs 0.55 lbs or ...",you need to register your drone with the faa before you fly seo google apple ios cybersecurity robotics iot ai software telecom do need to register my drone hobby pilots yes if your drone weighs 0 55 lbs or ,0.8,0.9,positive,0.0,0.932,0.068,0.4019,207,39
270,"✅ VISA Approved
🎉🏆🎖️ Congratulations 🎖️🏆🎉 Jatinder Singh for getting an #UK Dependant VISA through Education Abroad Consultants.

Now it's your time to fulfil your dream of getting a UK Dependant VISA, just like #JatinderSingh

#iPhone14 #Tamilrockerz #Apple #hiring https://t.co/OjaiF018AV", visa approved congratulations jatinder singh for getting an uk dependant visa through education abroad consultants now it your time to fulfil your dream of getting uk dependant visa just like jatindersingh iphone14 tamilrockerz apple hiring ,0.0,0.0,positive,0.0,0.735,0.265,0.8807,242,35
271,"c++ - Why is this game working on android but error at ios? 
https://t.co/DgG6682bvy
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

first of all english is not my main language so if i write something wrong im sorry ^^
Im...",c why is this game working on android but error at ios seo google apple ios cybersecurity robotics iot ai software telecom first of all english is not my main language so if write something wrong im sorry im ,-0.1638888888888889,0.49444444444444446,negative,0.207,0.793,0.0,-0.8462,208,39
272,"Apple has launched Apple Music Sessions, new live releases only available on Apple Music, featuring artists like Carrie Underwood and Tenille Townes. It launched in Nashville with a show focused on country artists.

#apple #applemusic #iphone https://t.co/CHsI7eJ3KH",apple has launched apple music sessions new live releases only available on apple music featuring artists like carrie underwood and tenille townes it launched in nashville with show focused on country artists apple applemusic iphone ,0.16818181818181818,0.5886363636363636,positive,0.0,0.793,0.207,0.7269,233,35
273,"⭐⭐⭐⭐⭐ ""Just the best, most phenomenal read""
Wilde Alpha: A Wilde Pack Romance by Crystal Dawn
#Kindle https://t.co/17IiYsIvMe
#NOOK https://t.co/zjzKpNtWn9
#Apple https://t.co/WjuNzDtZNM
#Smashwords https://t.co/QFm2bt2vf7
#Scribd https://t.co/FlIjwJAkT4
#Paranormal #Romance https://t.co/xGJZEfajrs", just the best most phenomenal read wilde alpha wilde pack romance by crystal dawn kindle nook apple smashwords scribd paranormal romance ,0.6666666666666666,0.43333333333333335,positive,0.0,0.612,0.388,0.9081,138,21
274,"Uber-Like UAV - Connected World 
https://t.co/2vKimvbOcK
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

Buy, build, rent, gig? The “gig economy” has taken over in many areas as people respond from the last years of lockdowns a...",uber like uav connected world seo google apple ios cybersecurity robotics iot ai software telecom buy build rent gig the gig economy has taken over in many areas as people respond from the last years of lockdowns ,0.25,0.2833333333333333,positive,0.0,0.928,0.072,0.4201,213,37
275,iOS &amp; iPadOS 15.6.1 software updates address bugs that may have been actively exploited in the wild https://t.co/WY23TzYBFP #apple #feedly,ios amp ipados 15 6 1 software updates address bugs that may have been actively exploited in the wild apple feedly,-0.016666666666666663,0.5,negative,0.135,0.762,0.103,-0.1779,114,21
276,"Haskell's Children, Visualizing gzip, and Why Apple Switched to ARM

#haskell #python #apple #arm

👉 Please retweet if you ❤ Plurrrr. Thanks! 👍

https://t.co/AsL1D522Wg",haskell children visualizing gzip and why apple switched to arm haskell python apple arm please retweet if you plurrrr thanks ,0.2,0.2,positive,0.0,0.776,0.224,0.6369,126,20
277,"Thank you #Apple for inviting me!

#SummerLearningAcademy https://t.co/DbZAbM648F https://t.co/jRJjDIUUpu",thank you apple for inviting me summerlearningacademy ,0.0,0.0,positive,0.0,0.51,0.49,0.5859,54,7
278,Apple One services bundle now free with select EE network contracts https://t.co/KcaBfUsJpi #apple #feedly,apple one services bundle now free with select ee network contracts apple feedly,0.4,0.8,positive,0.0,0.784,0.216,0.5106,80,13
279,"Apple is aiming to launch the iPhone 14 at an event on September 7, with new devices going on sale Sept. 16. https://t.co/3Q83kFjPei
#Apple #iPhone #iPhone14 #iPhone14Pro #iPhone14Series 
@markgurman https://t.co/KLSM73RQRP",apple is aiming to launch the iphone 14 at an event on september 7 with new devices going on sale sept 16 apple iphone iphone14 iphone14pro iphone14series ,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0,155,27
280,"Apple M2 13.6"" MacBook Air $100 OFF

https://t.co/GCGxxFCiSS #Apple #MacBookAir #MacBook #Laptop https://t.co/Sf6qKCsTiT",apple m2 13 6 macbook air 100 off apple macbookair macbook laptop ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,66,12
281,"Apple security updates fix 2 zero-days used to hack iPhones, Macs ⁦@Apple⁩ ⁦@BleepinComputer⁩ #tech #security #zerodays #iPhones #Macs #macOS #Monterey1251 #iOS1561 #iPadOS1561 #apple  https://t.co/OPhEuM53KB",apple security updates fix 2 zero days used to hack iphones macs tech security zerodays iphones macs macos monterey1251 ios1561 ipados1561 apple ,0.0,0.0,positive,0.0,0.798,0.202,0.5859,145,22
282,"According to a Bloomberg report, we may see the iPhone14 at Apple's September 7 event, and it may be Released on September 16.
#iPhone14 #iPhone14Pro #Apple https://t.co/a8aGuD5wBC",according to bloomberg report we may see the iphone14 at apple september 7 event and it may be released on september 16 iphone14 iphone14pro apple ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,147,25
283,"Traditional New Year https://t.co/O67RMoshBQ 
#Apple #appleevent #iPhone14",traditional new year apple appleevent iphone14,0.06818181818181818,0.6022727272727273,neutral,0.0,1.0,0.0,0.0,46,6
284,"Apple is targeting a September 7th date for its next product launch event – iPhone 14 Read More on https://t.co/VzhqT348Gg
#Apple #iPhone14 #newslink7 #productlaunchevent #September7  

https://t.co/plgTVOxMRl",apple is targeting september 7th date for its next product launch event iphone 14 read more on apple iphone14 newslink7 productlaunchevent september7 ,0.25,0.25,neutral,0.0,1.0,0.0,0.0,150,22
285,"Apple iPhone 14 series launch delayed by a day, tech giant to release a slurry of devices on September 7.
#Apple had earlier planned to launch the #iPhone14 series and the Apple Watch Series 8 on September 6.
#AppleEvent #AppleiPad https://t.co/g8wZCgIIpy",apple iphone 14 series launch delayed by day tech giant to release slurry of devices on september 7 apple had earlier planned to launch the iphone14 series and the apple watch series 8 on september 6 appleevent appleipad ,0.0,0.75,negative,0.053,0.947,0.0,-0.2263,221,38
286,"#Apple is rumoured to announce the #iPhone14 lineup, which is expected to include: the base iPhone 14, a new big-screened iPhone 14, an iPhone 14 Pro, and an iPhone 14 Pro Max.
 https://t.co/k1SaZmIN6H", apple is rumoured to announce the iphone14 lineup which is expected to include the base iphone 14 new big screened iphone 14 an iphone 14 pro and an iphone 14 pro max ,-0.19090909090909092,0.48863636363636365,neutral,0.0,1.0,0.0,0.0,168,32
287,"Update your iOS and MacOS devices ASAP

That's iPads, iPhones and Macs.

#apple #ios #malware #zeroday #macos https://t.co/3M97odHCnj",update your ios and macos devices asap that ipads iphones and macs apple ios malware zeroday macos ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,99,17
288,"🔥🔥 Automated Hourly $AAPL 🍎 Sentiment Report (📈 / 📉) 🔥🔥
1. Product Series Reviews:
#iPhones 46/55
#Mac #Macbook 50/120
#iPad 63/56
#AppleWatch 56/156
#MacOS #iOS 48/24
General #Apple Products 106/106
2. Company News: 118/125
3. Social Media: 69/23
08/18/2022 10:07 UTC", automated hourly aapl sentiment report 1 product series reviews iphones 46 55 mac macbook 50 120 ipad 63 56 applewatch 56 156 macos ios 48 24 general apple products 106 106 2 company news 118 125 3 social media 69 23 08 18 2022 10 07 utc,0.04166666666666667,0.2833333333333333,neutral,0.0,1.0,0.0,0.0,238,47
289,"“We've learned and struggled for a few years here figuring out how to make a decent phone. PC guys are not going to just figure this out. They're not going to just walk in.” - Ed Colligan, CEO of Palm, 2006, on rumours of an #Apple phone $aapl", we ve learned and struggled for few years here figuring out how to make decent phone pc guys are not going to just figure this out they re not going to just walk in ed colligan ceo of palm 2006 on rumours of an apple phone aapl,-0.016666666666666677,0.3833333333333333,negative,0.05,0.95,0.0,-0.34,228,47
290,"Apple aiming for Sept. 7 to unveil iPhone 14, Apple Watch Series 8 | AppleInsider
#News #Technology #AppleInsider #Apple #AppleWatch #TheAppleWatch #Rumor #Bloomberg #Pro #AppleWatchSeries8 #IPhone
https://t.co/6ISq269Ep3",apple aiming for sept 7 to unveil iphone 14 apple watch series 8 appleinsider news technology appleinsider apple applewatch theapplewatch rumor bloomberg pro applewatchseries8 iphone ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,183,25
291,"#Apple needs a function where I can schedule text messages to be sent at a certain time. 

It will certainly help us ""let-me-do-this-while-it's-on-my-mind"" types...", apple needs function where can schedule text messages to be sent at certain time it will certainly help us let me do this while it on my mind types ,0.21428571428571427,0.5714285714285714,positive,0.0,0.783,0.217,0.7351,149,29
292,"🔥 Is Apple on Fire or running Hot? 
#Apple #Leofinance #hive 
https://t.co/pe8ROpOh4N", is apple on fire or running hot apple leofinance hive ,0.25,0.8500000000000001,negative,0.211,0.789,0.0,-0.34,55,10
293,"B R A N D  N E W

Brand : Apple 
Model : Airpods Pro
Price : 540,000

✅Warranty 
🇹🇿 Nationwide Delivery

#Tanzania #earphonestanzania #appleTanzania #iphonetanzania #apple #airpodspro https://t.co/9wZpjx8p6R",b a d e brand apple model airpods pro price 540 000 warranty nationwide delivery tanzania earphonestanzania appletanzania iphonetanzania apple airpodspro ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,154,21
294,The latest #Mac &amp; #Apple News By @AlexaInfo! https://t.co/y4eegln9gB Thanks to @rapidhacek @applesfera @SecurityNewsbot #apple #iphone,the latest mac amp apple news by thanks to apple iphone,0.35,0.55,positive,0.0,0.775,0.225,0.4404,55,11
295,Retail brand app downloads fell 7% in Q2 2022 https://t.co/5y7SZ1eDiv @hadadjus #tips #tricks #android #iOS #Apps #Technology #engineering #innovation #business #smartphone #electronics #tech #apple  #rtitbot,retail brand app downloads fell 7 in q2 2022 tips tricks android ios apps technology engineering innovation business smartphone electronics tech apple rtitbot,0.0,0.0,positive,0.062,0.83,0.108,0.2732,158,23
296,"Refurb Unlocked Apple iPhone X 64GB $214.95 

https://t.co/Acxp6aJawF #Apple #iPhoneX #iPhone #Smartphones",refurb unlocked apple iphone 64gb 214 95 apple iphonex iphone smartphones,0.0,0.0,neutral,0.0,1.0,0.0,0.0,73,11
297,"Gurman: Apple to unveil the iPhone 14 series on September 7
#Apple #iPhone14 https://t.co/IJmKCrFCWH",gurman apple to unveil the iphone 14 series on september 7 apple iphone14 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,74,13
298,"#apple #iPhone14 is here…. Buckle up this September 7th ….          
Exited?? https://t.co/QTysbcv7Pd", apple iphone14 is here buckle up this september 7th exited ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,60,10
299,"&gt;&gt; GDRIVE &lt;&lt;
https://t.co/nZv2EoFfsI

&gt;&gt; FOR &lt;&lt;
#iPhone 
#SamsungGalaxy 
#iPadAir5 

Prod. By @Hk3ToN

 #Apple #Android https://t.co/oRlVp3jpdc", gt gt gdrive lt lt gt gt for lt lt iphone samsunggalaxy ipadair5 prod by apple android ,0.0,0.0,positive,0.0,0.607,0.393,0.7506,88,17
300,"New Release!! ""Origin"" by me!! Check it out on iTunes! #itunes #apple #music #NewMusic #guitar 
https://t.co/nx9HYLTma6",new release origin by me check it out on itunes itunes apple music newmusic guitar ,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0,83,15
301,"With interiors by @FosterPartners customers to @Apple’s new store on Brompton Road are greeted by 12 towering Sicilian Ficus trees lining the uniquely designed 7-metre floor-to-ceiling windows and entryway. 

#TheKnightsbridgeEstate #Knightsbridge #BromptonRoad #Apple https://t.co/0ZRDxRtz80",with interiors by customers to new store on brompton road are greeted by 12 towering sicilian ficus trees lining the uniquely designed 7 metre floor to ceiling windows and entryway theknightsbridgeestate knightsbridge bromptonroad apple ,0.2556818181818182,0.7272727272727273,positive,0.0,0.938,0.062,0.2732,237,34
302,"2021 Apple iPad (10.2-inch iPad, Wi-Fi, 64GB) - Space Grey (9th Generation) https://t.co/AAS4u0uWVu 

#Apple #ipad #DealsOfTheDay",2021 apple ipad 10 2 inch ipad wi fi 64gb space grey 9th generation apple ipad dealsoftheday,-0.05,0.1,positive,0.0,0.926,0.074,0.0516,92,17
303,"Looks like it's better to buy the iPhone 14 pro this year or just buy iphone 13 if you coming from an older device 💯
#iPhone #iPhone14 #Apple",looks like it better to buy the iphone 14 pro this year or just buy iphone 13 if you coming from an older device iphone iphone14 apple,0.3333333333333333,0.41666666666666663,positive,0.0,0.822,0.178,0.6597,134,27
304,"Get added security with a device with a fingerprint sensor. Project your important information.

#apple #security #technology #computer https://t.co/JXFy6AlLrK",get added security with device with fingerprint sensor project your important information apple security technology computer ,0.4,1.0,positive,0.0,0.663,0.337,0.6808,125,16
305,"iPhone 14 Pro Expected Specification.
#apple #appleindia #iphone14 #iphone #new #iPhone14Pro #Iphone14ProMax #iPhone14Series https://t.co/igNHW9n6l0",iphone 14 pro expected specification apple appleindia iphone14 iphone new iphone14pro iphone14promax iphone14series ,0.018181818181818174,0.42727272727272725,neutral,0.0,1.0,0.0,0.0,116,13
306,"Things that go bump in the night!

GRAVE DANGERS features fifteen thrilling stories sure to keep you looking over your shoulder. 
Only 99 Pennies!

https://t.co/oZF0p9Hdjl 

#gravedangers #amazon #nook #apple https://t.co/czTG8uAbo2",things that go bump in the night grave dangers features fifteen thrilling stories sure to keep you looking over your shoulder only 99 pennies gravedangers amazon nook apple ,0.25,0.9629629629629629,positive,0.162,0.641,0.198,0.0772,173,28
307,Another analyst says the iPhone 14 Pro is getting a price hike https://t.co/aZ7d0deYrp #apple #feedly,another analyst says the iphone 14 pro is getting price hike apple feedly,0.0,0.0,neutral,0.0,1.0,0.0,0.0,73,13
308,India Considering New Rules That Could Force Apple to Adopt USB-C on iPhone https://t.co/2rXs8ZUMNO #apple #feedly,india considering new rules that could force apple to adopt usb on iphone apple feedly,0.13636363636363635,0.45454545454545453,positive,0.0,0.892,0.108,0.1779,86,15
309,"Plans could still change between now and September, but Apple generally aims for debuting new iPhone models in the first half of that month

@Apple 

https://t.co/YcVzAcNFqv

#business #apple #iphone #بيزنس #آيفون #أبل https://t.co/ga5LCk4pLV",plans could still change between now and september but apple generally aims for debuting new iphone models in the first half of that month business apple iphone ,0.06742424242424244,0.36363636363636365,neutral,0.0,1.0,0.0,0.0,161,27
310,"Visit us: https://t.co/sxJVt0iAjr 

Call / WhatsApp: 0551554488 / 0203374488 

#Apple #justiceforkhadija #VickyKaushal #faisalabadincident #BBNaijaxAquafina #resultsday2022 #GDRAGON #Crypto https://t.co/YpmC5im2aX",visit us call whatsapp 0551554488 0203374488 apple justiceforkhadija vickykaushal faisalabadincident bbnaijaxaquafina resultsday2022 gdragon crypto ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,148,14
311,"Realme TechLife Buds T100 Goes Official In India 

#Realme #RealmeTechLifeBudsT100 #Android #news #smartphones #like4like #likeforlike #follow4follow #techblog #technews #futuretechnology #socialmedia #innovation #apple #iPhone #5G #iOS #world #gadgets

https://t.co/WkbHOzR4HV https://t.co/o9ZWsVNWXP",realme techlife buds t100 goes official in india realme realmetechlifebudst100 android news smartphones like4like likeforlike follow4follow techblog technews futuretechnology socialmedia innovation apple iphone 5g ios world gadgets ,0.0,0.0,positive,0.0,0.909,0.091,0.3818,232,27
312,"Thank you #Apple for inviting me!

#SummerLearningAcademy @ Education City https://t.co/NbrBuPKqJQ",thank you apple for inviting me summerlearningacademy education city ,0.0,0.0,positive,0.0,0.593,0.407,0.5859,69,9
313,Best MagSafe iPhone wallets 2022 https://t.co/uIIcLbaRd9 #apple #feedly,best magsafe iphone wallets 2022 apple feedly,1.0,0.3,positive,0.0,0.588,0.412,0.6369,45,7
314,Momax enhances MagSafe iPhone chargers with futuristic transparent designs [Save 10%] https://t.co/4BAwwPgXib #apple #feedly,momax enhances magsafe iphone chargers with futuristic transparent designs save 10 apple feedly,0.0,0.0,positive,0.0,0.789,0.211,0.4939,95,13
315,"Apple System 7 badges.
1 - Innovation, 2 - Power, 3 - Synergy, 4 - Compatibility, 5 - Versatility, 6 - Opportunity, and 7 - Excitement.

https://t.co/uJq7TBf6BT

#applebadge #applebadges
#applesystem7 #system7 #1991
#applegoodies
#apple #applecomputer #applevintage https://t.co/P2TgRy5wIB",apple system 7 badges 1 innovation 2 power 3 synergy 4 compatibility 5 versatility 6 opportunity and 7 excitement applebadge applebadges applesystem7 system7 1991 applegoodies apple applecomputer applevintage ,0.0,0.0,positive,0.0,0.664,0.336,0.8225,209,28
316,#NowPlaying: Ground Zero - 6/13/22: LaMDA – HOMUNCULUS EX MACHINA W/ MATTHEW JAMES BAILEY - Listen on #Alexa #Android and #Apple https://t.co/Acdz3SE0Bb, nowplaying ground zero 6 13 22 lamda homunculus ex machina matthew james bailey listen on alexa android and apple ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,115,19
317,"Land of Dream/JAM-TAKO #Smash #Spotify #Apple #etc  
https://t.co/QZ4IduG1NU",land of dream jam tako smash spotify apple etc ,0.0,0.0,positive,0.0,0.8,0.2,0.25,47,9
318,#Apple #iPhone 14 Release Date: Rumors Say It's #Coming #Soon https://t.co/MMUJrnnnnH, apple iphone 14 release date rumors say it coming soon ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,56,10
319,"@ArivaWonderland @ArivaCoin This Project is a wonderful project that is worth paying attention to! The secret to success is an accomplished team. 

@Riadsheikh17

@Rakibul78729782

@Mdrubel07075167

#crypto #metaverse #campaign #event #gift #airdrop #free #iPhone #iPad #Switch #Apple #Nintendo", this project is wonderful project that is worth paying attention to the secret to success is an accomplished team crypto metaverse campaign event gift airdrop free iphone ipad switch apple nintendo,0.3,0.5166666666666666,positive,0.0,0.576,0.424,0.9545,198,31
320,"Have you ever realised that #Apple #MagicMouse has one of the worst ergonomics ever seen in a mouse? 
There's vast 'literature' about such failure but @Apple doesn't comment or take action, in line with the typical arrogance of many corporates.
https://t.co/e4URHC6pHa  
@tim_cook",have you ever realised that apple magicmouse has one of the worst ergonomics ever seen in mouse there vast literature about such failure but doesn comment or take action in line with the typical arrogance of many corporates cook,-0.1261904761904762,0.5571428571428572,negative,0.205,0.795,0.0,-0.8519,228,39
321,"Content analysis:
This article scores 24/100. The complete report can be viewed here: https://t.co/7LmE1laSse
(I'm a bot)

#iPhone #Apple https://t.co/IOoAoUBftY",content analysis this article scores 24 100 the complete report can be viewed here m bot iphone apple ,0.1,0.4,neutral,0.0,1.0,0.0,0.0,102,18
322,"Apple targets September 7th to unveil the Iphone 14 line
#Apple #Iphone14 #TechGiant
https://t.co/ewgHCu4Tv2",apple targets september 7th to unveil the iphone 14 line apple iphone14 techgiant ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,82,13
323,#Apple's #iPhone14 series to launch on September 7th. https://t.co/SVm4Rivmju, apple iphone14 series to launch on september 7th ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,50,8
324,"https://t.co/qYteqGC9eU👈Click the link for the price
#SheHulk #Apple #Femboy  #BlackCatAppreciationDay #NationalNonprofitDay Trumpism #FOMC #LUNC #BBBY #NationalNonprofitDay #AmberTurd #ETH #USA #NYC #America #NASCAR", the link for the price shehulk apple femboy blackcatappreciationday nationalnonprofitday trumpism fomc lunc bbby nationalnonprofitday amberturd eth usa nyc america nascar,0.0,0.0,neutral,0.0,1.0,0.0,0.0,171,21
325,C$35.59 - #FreeShipping | These sales are too hot to handle  The Decal Guru Birdcage Tree Apple Ad Decal #TheDecalGuru       ?? https://t.co/bRx8Dsy9F3       #sharious  #canadianbestseller  #canada #usa #product #2016  #2309MAC15XDB  #Apple  #Birdcage .,c 35 59 freeshipping these sales are too hot to handle the decal guru birdcage tree apple ad decal thedecalguru sharious canadianbestseller canada usa product 2016 2309mac15xdb apple birdcage ,0.25,0.8500000000000001,neutral,0.0,1.0,0.0,0.0,192,29
326,"https://t.co/Ufo8RZU3Mc👈Click the link for the price
#SheHulk #Apple #Femboy  #BlackCatAppreciationDay #NationalNonprofitDay Trumpism #FOMC #LUNC #BBBY #NationalNonprofitDay #AmberTurd #ETH #USA #NYC #America #NASCAR", the link for the price shehulk apple femboy blackcatappreciationday nationalnonprofitday trumpism fomc lunc bbby nationalnonprofitday amberturd eth usa nyc america nascar,0.0,0.0,neutral,0.0,1.0,0.0,0.0,171,21
327,"After Tesla, Apple has now issued a memo to all employees to start coming back to their base location to work. Many believe this could be the beginning of the end of the remote work culture totally. What's your take on it?

#WFH #apple #remotework

https://t.co/z9NLxF4dc2",after tesla apple has now issued memo to all employees to start coming back to their base location to work many believe this could be the beginning of the end of the remote work culture totally what your take on it wfh apple remotework ,-0.08,0.49000000000000005,neutral,0.0,1.0,0.0,0.0,236,44
328,"https://t.co/ZLhqfEjDfe👈Click the link for the price
#SheHulk #Apple #Femboy  #BlackCatAppreciationDay #NationalNonprofitDay Trumpism #FOMC #LUNC #BBBY #NationalNonprofitDay #AmberTurd #ETH #USA #NYC #America #NASCAR", the link for the price shehulk apple femboy blackcatappreciationday nationalnonprofitday trumpism fomc lunc bbby nationalnonprofitday amberturd eth usa nyc america nascar,0.0,0.0,neutral,0.0,1.0,0.0,0.0,171,21
329,"Seven years later, Apple was right to kill off the 3.5mm headphone jack
https://t.co/9nco7FCNLT

#Techbase #TechbaseNigeria #TechbaseNG #techfeedng @techbase_ng  #apple #headphone #jack https://t.co/raeefeGoQz",seven years later apple was right to kill off the 3 5mm headphone jack techbase techbasenigeria techbaseng techfeedng ng apple headphone jack ,0.14285714285714285,0.26785714285714285,negative,0.19,0.81,0.0,-0.6908,142,22
330,"@OhoBlockchain This Project is a wonderful project that is worth paying attention to! The secret to success is an accomplished team. 

@Riadsheikh17

@Rakibul78729782

@Mdrubel07075167

#crypto #metaverse #campaign #event #gift #airdrop #free #iPhone #iPad #Switch #Apple #Nintendo", this project is wonderful project that is worth paying attention to the secret to success is an accomplished team crypto metaverse campaign event gift airdrop free iphone ipad switch apple nintendo,0.3,0.5166666666666666,positive,0.0,0.576,0.424,0.9545,198,31
331,"Did anyone notice some bugs in Apple Music like, no sound or not changing songs or sudden crush after updating to iOS 15.6.1 #iOS15 #iPhone #Apple @zollotech @iDeviceHelpus https://t.co/veekfPoA33",did anyone notice some bugs in apple music like no sound or not changing songs or sudden crush after updating to ios 15 6 1 ios15 iphone apple ,-0.1,0.45,negative,0.13,0.785,0.085,-0.0772,143,28
332,#APPLE: Would you give up intimacy to get the new iPhone early? Um.... https://t.co/gKGDsNy6iM, apple would you give up intimacy to get the new iphone early um ,0.11818181818181818,0.37727272727272726,neutral,0.0,1.0,0.0,0.0,65,13
333,"Got A Broken Phone? 
Don't worry, we Will Fix It For You While You Wait !!
Visit our website🌐 https://t.co/2crYu5lUoH
WhatsApp: +447464107599 ✅
#Computer #MacBook #Laptop #Apple #OnePlus #PC #Mobile  #Dekstop #Huawei #GooglePixel #Gadgets #Tablet #iPhone #Samsung #smartphone https://t.co/MM2b5wAi3a",got broken phone don worry we will fix it for you while you wait visit our website whatsapp 447464107599 computer macbook laptop apple oneplus pc mobile dekstop huawei googlepixel gadgets tablet iphone samsung smartphone ,-0.4,0.4,negative,0.158,0.842,0.0,-0.7184,221,34
334,"🇨🇵🔞📲 WhatsApp// +33 758784938
🇨🇵🔞📲Snapchat // weed1cali

#Puteaux #Malmaison #Courbevoie #Houilles #Saintcloud #Foch #Gennevilliers #Sannois #Argenteuil #Ermont #Montmorency #Franconville #Taverny #Domont #Frepillon #Meriel #Bouffemont #Valmondois #Apple #Angers #Limoges https://t.co/6Q7LGjT8SE", whatsapp 33 758784938 snapchat weed1cali puteaux malmaison courbevoie houilles saintcloud foch gennevilliers sannois argenteuil ermont montmorency franconville taverny domont frepillon meriel bouffemont valmondois apple angers limoges ,0.0,0.0,negative,0.117,0.883,0.0,-0.5106,236,26
335,"Macworld 1996 June
https://t.co/4jFXq2SfC1
#AppleMac #RetroComputing #Apple https://t.co/3bA4sMbhAM",macworld 1996 june applemac retrocomputing apple ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,49,6
336,"Apple software release thread — August 17, 2022 

#Apple #iOS #iOS15 #iPadOS #iPadOS15 #watchOS #watchOS8 #macOS #macOS12Monterey",apple software release thread august 17 2022 apple ios ios15 ipados ipados15 watchos watchos8 macos macos12monterey,0.0,0.0,neutral,0.0,1.0,0.0,0.0,115,16
337,"WhatsApp beta for Android now has Android 13's signature themed icon look 
https://t.co/pyPIS4Qkts
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

                        The newest Android OS is now officially out (at least for Google Pix...",whatsapp beta for android now has android 13 signature themed icon look seo google apple ios cybersecurity robotics iot ai software telecom the newest android os is now officially out at least for google pix ,-0.3,0.4,neutral,0.0,1.0,0.0,0.0,208,35
338,"Get your iphone repaired with rs apple solutions  call us now +91 95496 19192

#service #apple #repair #followforfollowback #supportsmallbusiness #instagood #youtuber #shorts #reelsinstagram #business  #onsiteservice #apple #macbookair https://t.co/3FhdebGhtg",get your iphone repaired with rs apple solutions call us now 91 95496 19192 service apple repair followforfollowback supportsmallbusiness instagood youtuber shorts reelsinstagram business onsiteservice apple macbookair ,0.0,0.0,positive,0.0,0.939,0.061,0.1779,219,27
339,#APPLE: Would you give up intimacy to get the new iPhone early? Um.... https://t.co/I5I9urr8rA, apple would you give up intimacy to get the new iphone early um ,0.11818181818181818,0.37727272727272726,neutral,0.0,1.0,0.0,0.0,65,13
340,"Apple has released macOS Monterey 12.5.1

#Apple #macOS #macOS12Monterey",apple has released macos monterey 12 5 1 apple macos macos12monterey,0.0,0.0,neutral,0.0,1.0,0.0,0.0,68,11
